species,iucn_category,area_global,pa_count,pa_quality_mean,mhw_freq,mhw_total_days,mhw_max_int,mhw_mean_int,mhw_cum_int,slope_intensity,slope_freq,slope_cum,slope_max,slope_total,dem_stat,order,family,iucn_redlist_assessment,iucn_population_trend,habitat_type,microhabitat,insular_endemic_yes_or_no,maximum_body_mass_g,reproductive_mode,venomous_yes_or_no,elev_mean,elev_range,Exposure,IUCN_num,BodyMass_norm,Venomous_num,Trait_sensitivity,Sensitivity,Suitability,Risk_index,Risk_level
Acanthocercus yemensis,LC,1.2123414599140377e-4,2,NA,0.6969312577188028,0.7593832063459254,0.616102536490867,0.27850729052026374,0.3748918913454709,0.4826194237878122,0.48724170480750195,0.506003268055127,0.5738470345213066,0.6733749416510412,1805.00358865303,Squamata,Agamidae,Least Concern,Stable,Rocky,Saxicolous,No,87.096359,oviparous,No,0.5157680569684638,0.2127659574468085,0.5448902555244118,0,9.150459503904259e-5,0,4.575229751952129e-5,2.2876148759760646e-5,0.2428850828537546,9.437430282283361e-6,Medium
Acanthocercus yemensis,LC,1.2123414599140377e-4,2,NA,0.6969312577188028,0.7593832063459254,0.616102536490867,0.27850729052026374,0.3748918913454709,0.4826194237878122,0.48724170480750195,0.506003268055127,0.5738470345213066,0.6733749416510412,2486.41448974609,Squamata,Agamidae,Least Concern,Stable,Rocky,Saxicolous,No,87.096359,oviparous,No,0.5157680569684638,0.2127659574468085,0.5448902555244118,0,9.150459503904259e-5,0,4.575229751952129e-5,2.2876148759760646e-5,0.2428850828537546,9.437430282283361e-6,Medium
Acanthodactylus arabicus,LC,3.611416205860503e-4,1,NA,0.6879440082946258,0.6786851376128903,0.7205107392093469,0.29041659157916616,0.3296645935928844,0.5155606947573503,0.5080777170815423,0.45894215258275795,0.5767912637575097,0.627897355114904,912.173363630692,Squamata,Lacertidae,Least Concern,Stable,Desert/Savanna/Shrubland,NA,No,10.5690056479806,NA,No,NA,NA,0.5394490253582978,0,1.0949472085937819e-5,0,5.4747360429689095e-6,2.7373680214844548e-6,3.611416205860503e-4,1.4761372240552614e-6,Low
Acanthodactylus arabicus,LC,3.611416205860503e-4,1,NA,0.6879440082946258,0.6786851376128903,0.7205107392093469,0.29041659157916616,0.3296645935928844,0.5155606947573503,0.5080777170815423,0.45894215258275795,0.5767912637575097,0.627897355114904,2256.62373352051,Squamata,Lacertidae,Least Concern,Stable,Desert/Savanna/Shrubland,NA,No,10.5690056479806,NA,No,NA,NA,0.5394490253582978,0,1.0949472085937819e-5,0,5.4747360429689095e-6,2.7373680214844548e-6,3.611416205860503e-4,1.4761372240552614e-6,Low
Acanthodactylus cantoris,LC,0.003986440799722786,6,NA,0.6549835890138062,0.7940767970734681,0.8858122867615649,0.5437378196560326,0.6421618706924525,0.3424564773394121,0.2796629162717201,0.28845482340515094,0.3870234208571683,0.3290667500658759,310.639078570761,Squamata,Lacertidae,Least Concern,Unknown,Desert/Shrubland,Terrestrial,No,19.05460718,oviparous,No,0.03763987792472025,0.06382978723404255,0.5147436751136651,0,1.988168579517933e-5,0,9.940842897589665e-6,4.970421448794833e-6,0.03515203531949519,2.4685567669956644e-6,Low
Acanthodactylus cantoris,LC,0.003986440799722786,6,NA,0.6549835890138062,0.7940767970734681,0.8858122867615649,0.5437378196560326,0.6421618706924525,0.3424564773394121,0.2796629162717201,0.28845482340515094,0.3870234208571683,0.3290667500658759,3563.15088653564,Squamata,Lacertidae,Least Concern,Unknown,Desert/Shrubland,Terrestrial,No,19.05460718,oviparous,No,0.03763987792472025,0.06382978723404255,0.5147436751136651,0,1.988168579517933e-5,0,9.940842897589665e-6,4.970421448794833e-6,0.03515203531949519,2.4685567669956644e-6,Low
Acanthodactylus felicis,VU,7.79262958316546e-5,3,NA,0.698088560646532,0.7221751205139768,0.7390711741586854,0.457367355380371,0.47992164979716095,0.4483491499935573,0.3136044159414334,0.32581829529305123,0.4886403547275213,0.3704972890571402,768.083183293843,Squamata,Lacertidae,Vulnerable,Unknown,Shrubland,Terrestrial,No,6.45654229,oviparous,No,0.09196337741607324,0.15319148936170213,0.5043533365509429,0.5,6.620562527045783e-6,0,3.3102812635228914e-6,0.2500016551406318,0.08174426435786901,0.11578210255711194,Very high
Acanthodactylus felicis,VU,7.79262958316546e-5,3,NA,0.698088560646532,0.7221751205139768,0.7390711741586854,0.457367355380371,0.47992164979716095,0.4483491499935573,0.3136044159414334,0.32581829529305123,0.4886403547275213,0.3704972890571402,1632.67780303955,Squamata,Lacertidae,Vulnerable,Unknown,Shrubland,Terrestrial,No,6.45654229,oviparous,No,0.09196337741607324,0.15319148936170213,0.5043533365509429,0.5,6.620562527045783e-6,0,3.3102812635228914e-6,0.2500016551406318,0.08174426435786901,0.11578210255711194,Very high
Acanthodactylus grandis,LC,0.002370153134163584,7,NA,0.6560911987314889,0.9029804162733006,0.9009752532683717,0.4589042819178649,0.6807510897401223,0.5500211145451835,0.44387429470633993,0.6615367543725276,0.6709036787104858,0.6924888287902633,454.341939052717,Squamata,Lacertidae,Least Concern,Stable,Desert/Shrubland,Terrestrial,No,25.11886432,oviparous,No,0.12980671414038658,0.1829787234042553,0.6618526911055949,0,2.626511548580057e-5,0,1.3132557742900285e-5,6.566278871450142e-6,0.10505186355960182,3.8893634664209184e-6,Medium
Acanthodactylus grandis,LC,0.002370153134163584,7,NA,0.6560911987314889,0.9029804162733006,0.9009752532683717,0.4589042819178649,0.6807510897401223,0.5500211145451835,0.44387429470633993,0.6615367543725276,0.6709036787104858,0.6924888287902633,1454.76063728333,Squamata,Lacertidae,Least Concern,Stable,Desert/Shrubland,Terrestrial,No,25.11886432,oviparous,No,0.12980671414038658,0.1829787234042553,0.6618526911055949,0,2.626511548580057e-5,0,1.3132557742900285e-5,6.566278871450142e-6,0.10505186355960182,3.8893634664209184e-6,Medium
Acanthodactylus harranensis,CR,3.792160364482405e-8,1,NA,0.703583041409067,0.8622987039834752,0.8664416356220435,0.5010816042490142,0.6560696969335829,NA,0.3582016984414637,0.5510806089085377,NA,0.5851946659868572,402.994232177734,Squamata,Lacertidae,Critically Endangered,Decreasing,Rocky,Terrestrial,No,19.52366753317,NA,No,NA,NA,0.6354939569417551,1,2.037543362215862e-5,0,1.018771681107931e-5,0.5000050938584055,3.792160364482405e-8,0.3177502035375141,Very high
Acanthodactylus harranensis,CR,3.792160364482405e-8,1,NA,0.703583041409067,0.8622987039834752,0.8664416356220435,0.5010816042490142,0.6560696969335829,NA,0.3582016984414637,0.5510806089085377,NA,0.5851946659868572,0,Squamata,Lacertidae,Critically Endangered,Decreasing,Rocky,Terrestrial,No,19.52366753317,NA,No,NA,NA,0.6354939569417551,1,2.037543362215862e-5,0,1.018771681107931e-5,0.5000050938584055,3.792160364482405e-8,0.3177502035375141,Very high
Acanthodactylus micropholis,LC,0.0016775588140126876,5,NA,0.7489438186183813,0.8075600960679374,0.850603215537021,0.43590672440141454,0.5384640844825953,0.4673839957839632,0.3533090132223186,0.4387444885843084,0.5092536622156425,0.5001400701176634,833.281409715045,Squamata,Lacertidae,Least Concern,Stable,Desert/Shrubland,Terrestrial,No,6.45654229,oviparous,No,0.12980671414038658,0.1829787234042553,0.5650309169031246,0,6.620562527045783e-6,0,3.3102812635228914e-6,1.6551406317614457e-6,0.10482099878621819,8.371764406898539e-7,Low
Acanthodactylus micropholis,LC,0.0016775588140126876,5,NA,0.7489438186183813,0.8075600960679374,0.850603215537021,0.43590672440141454,0.5384640844825953,0.4673839957839632,0.3533090132223186,0.4387444885843084,0.5092536622156425,0.5001400701176634,2744.45728302002,Squamata,Lacertidae,Least Concern,Stable,Desert/Shrubland,Terrestrial,No,6.45654229,oviparous,No,0.12980671414038658,0.1829787234042553,0.5650309169031246,0,6.620562527045783e-6,0,3.3102812635228914e-6,1.6551406317614457e-6,0.10482099878621819,8.371764406898539e-7,Low
Acanthodactylus orientalis,LC,9.660658801118223e-4,3,NA,0.6892582497000416,0.8801428643782312,0.9043655054828159,0.4752998492889304,0.665531451352922,0.5643230659752877,0.41494292429491036,0.6013916388313234,0.6756067859782858,0.6217593845056528,297.182374351854,Squamata,Lacertidae,Least Concern,Stable,Grassland,Terrestrial,No,9.77237221,oviparous,No,0.47192268565615464,0.21978723404255318,0.6492621719788401,0,1.0110910424855777e-5,0,5.055455212427889e-6,2.5277276062139444e-6,0.23089199519293988,1.2622276901798992e-6,Low
Acanthodactylus orientalis,LC,9.660658801118223e-4,3,NA,0.6892582497000416,0.8801428643782312,0.9043655054828159,0.4752998492889304,0.665531451352922,0.5643230659752877,0.41494292429491036,0.6013916388313234,0.6756067859782858,0.6217593845056528,1527.01588630676,Squamata,Lacertidae,Least Concern,Stable,Grassland,Terrestrial,No,9.77237221,oviparous,No,0.47192268565615464,0.21978723404255318,0.6492621719788401,0,1.0110910424855777e-5,0,5.055455212427889e-6,2.5277276062139444e-6,0.23089199519293988,1.2622276901798992e-6,Low
Acanthodactylus schreiberi,LC,3.211631585101333e-5,7,NA,0.6782844764562853,0.7805478602085293,0.6304969421579663,0.3602170984112472,0.4481340592918256,0.5134474817867741,0.35264256663034,0.4629685370227888,0.5953694593913266,0.5690058052762257,282.301709202833,Squamata,Lacertidae,Endangered,Decreasing,NA,Terrestrial,Yes,18.62087137,oviparous,No,0.14445574771108852,0.2872340425531915,0.5391114286633308,0,1.9425121704389528e-5,0,9.712560852194764e-6,4.856280426097382e-6,0.14390730219337702,2.2413159843272673e-6,Low
Acanthodactylus schreiberi,LC,3.211631585101333e-5,7,NA,0.6782844764562853,0.7805478602085293,0.6304969421579663,0.3602170984112472,0.4481340592918256,0.5134474817867741,0.35264256663034,0.4629685370227888,0.5953694593913266,0.5690058052762257,1308.30227661133,Squamata,Lacertidae,Endangered,Decreasing,NA,Terrestrial,Yes,18.62087137,oviparous,No,0.14445574771108852,0.2872340425531915,0.5391114286633308,0,1.9425121704389528e-5,0,9.712560852194764e-6,4.856280426097382e-6,0.14390730219337702,2.2413159843272673e-6,Low
Acanthodactylus scutellatus,LC,0.01893650743629762,8,NA,0.7216559858566315,0.6734609951633834,0.708149409715164,0.4263156248175935,0.40322184458707877,0.5111591805839334,0.5220301983981924,0.5059419274524566,0.9536917169820512,0.6449366865767672,140.767167691831,Squamata,Lacertidae,Least Concern,Stable,Desert/Grassland/Shrubland,Terrestrial,No,14.12537545,oviparous,No,0.10376398779247202,0.20212765957446807,0.6070563570133252,0,1.4693019904069986e-5,0,7.346509952034993e-6,3.6732549760174965e-6,0.10827605160107924,1.9884309634847875e-6,Low
Acanthodactylus scutellatus,LC,0.01893650743629762,8,NA,0.7216559858566315,0.6734609951633834,0.708149409715164,0.4263156248175935,0.40322184458707877,0.5111591805839334,0.5220301983981924,0.5059419274524566,0.9536917169820512,0.6449366865767672,281.541460037231,Squamata,Lacertidae,Least Concern,Stable,Desert/Grassland/Shrubland,Terrestrial,No,14.12537545,oviparous,No,0.10376398779247202,0.20212765957446807,0.6070563570133252,0,1.4693019904069986e-5,0,7.346509952034993e-6,3.6732549760174965e-6,0.10827605160107924,1.9884309634847875e-6,Low
Acanthodactylus tilburyi,LC,1.2625961278460855e-4,3,NA,0.6581909319077756,0.9115961401835769,0.8836321342897732,0.44888425020278955,0.6860890629719499,0.6530433116106743,0.4713905787286757,0.7428114497074575,0.7000699149366828,0.7554510316276187,793.418235238882,Squamata,Lacertidae,Least Concern,Stable,Desert,Terrestrial,No,6.41072748049685,NA,No,NA,NA,0.6911158806166974,0,6.572336403301208e-6,0,3.286168201650604e-6,1.643084100825302e-6,1.2625961278460855e-4,1.135418139711962e-6,Low
Acanthodactylus tilburyi,LC,1.2625961278460855e-4,3,NA,0.6581909319077756,0.9115961401835769,0.8836321342897732,0.44888425020278955,0.6860890629719499,0.6530433116106743,0.4713905787286757,0.7428114497074575,0.7000699149366828,0.7554510316276187,801.239501953125,Squamata,Lacertidae,Least Concern,Stable,Desert,Terrestrial,No,6.41072748049685,NA,No,NA,NA,0.6911158806166974,0,6.572336403301208e-6,0,3.286168201650604e-6,1.643084100825302e-6,1.2625961278460855e-4,1.135418139711962e-6,Low
Acanthosaura armata,LC,4.764347230294762e-4,9,NA,0.667694498921695,0.6782083344173963,0.6217842674021816,0.21253502781486094,0.323875756097194,0.45319699842760897,0.531254382370402,0.36784082928713274,0.4346002038034736,0.5535692228246377,226.049257957394,Squamata,Agamidae,Least Concern,Stable,Forest,Arboreal/Terrestrial,No,95.4992586,oviparous,No,0.0935910478128179,0.18085106382978725,0.48445595213665826,0,1.003497540676964e-4,0,5.01748770338482e-5,2.50874385169241e-5,0.09163951545521154,1.1039994335604157e-5,Medium
Acanthosaura armata,LC,4.764347230294762e-4,9,NA,0.667694498921695,0.6782083344173963,0.6217842674021816,0.21253502781486094,0.323875756097194,0.45319699842760897,0.531254382370402,0.36784082928713274,0.4346002038034736,0.5535692228246377,1412.05235815048,Squamata,Agamidae,Least Concern,Stable,Forest,Arboreal/Terrestrial,No,95.4992586,oviparous,No,0.0935910478128179,0.18085106382978725,0.48445595213665826,0,1.003497540676964e-4,0,5.01748770338482e-5,2.50874385169241e-5,0.09163951545521154,1.1039994335604157e-5,Medium
Acanthosaura brachypoda,DD,2.4786759422901744e-8,1,NA,0.8241042396477332,0.6268739664991229,0.42131269977192504,0.25650255551695933,0.2867364130925031,0.6745672909043254,0.4820480332584231,0.4554266160617598,0.6487293565338311,0.5530803317283041,1576.28735351562,Squamata,Agamidae,Data Deficient,Decreasing,Forest,Arboreal,No,54.414807949611,NA,No,NA,NA,0.5229381503014887,NA,5.710295630665089e-5,0,2.8551478153325444e-5,2.8551478153325444e-5,2.4786759422901744e-8,1.4930656803790764e-5,Medium
Acanthosaura brachypoda,DD,2.4786759422901744e-8,1,NA,0.8241042396477332,0.6268739664991229,0.42131269977192504,0.25650255551695933,0.2867364130925031,0.6745672909043254,0.4820480332584231,0.4554266160617598,0.6487293565338311,0.5530803317283041,0,Squamata,Agamidae,Data Deficient,Decreasing,Forest,Arboreal,No,54.414807949611,NA,No,NA,NA,0.5229381503014887,NA,5.710295630665089e-5,0,2.8551478153325444e-5,2.8551478153325444e-5,2.4786759422901744e-8,1.4930656803790764e-5,Medium
Acanthosaura coronata,LC,1.2545900611589598e-4,6,NA,0.6696611270592463,0.7430530955520422,0.5618421625003632,0.24608382163737116,0.35685287281368705,0.4238894718352626,0.44654555065134915,0.37842290404970746,0.4785409524032775,0.5280303757655576,544.331534629956,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal/Terrestrial,No,23.98832919,oviparous,No,0.1271617497456765,0.04680851063829787,0.4832922334267864,0,2.5075078297645924e-5,0,1.2537539148822962e-5,6.268769574411481e-6,0.058031906463363425,2.853831419503108e-6,Medium
Acanthosaura coronata,LC,1.2545900611589598e-4,6,NA,0.6696611270592463,0.7430530955520422,0.5618421625003632,0.24608382163737116,0.35685287281368705,0.4238894718352626,0.44654555065134915,0.37842290404970746,0.4785409524032775,0.5280303757655576,1569.97761154175,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal/Terrestrial,No,23.98832919,oviparous,No,0.1271617497456765,0.04680851063829787,0.4832922334267864,0,2.5075078297645924e-5,0,1.2537539148822962e-5,6.268769574411481e-6,0.058031906463363425,2.853831419503108e-6,Medium
Acanthosaura lepidogaster,LC,0.0031588133631358737,8,NA,0.7441278185857784,0.7636013723564858,0.6559249445409331,0.3544787842216942,0.4591283485991552,0.459987421860167,0.4088492260309652,0.38681832549975004,0.5004436781565572,0.4715184834061517,488.09203746509,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal/Terrestrial,No,45.70881896,oviparous,No,0.1953204476093591,0.30851063829787234,0.5204878403257638,0,4.793875575916149e-5,0,2.3969377879580746e-5,1.1984688939790373e-5,0.16899663309012244,5.183703323754882e-6,Medium
Acanthosaura lepidogaster,LC,0.0031588133631358737,8,NA,0.7441278185857784,0.7636013723564858,0.6559249445409331,0.3544787842216942,0.4591283485991552,0.459987421860167,0.4088492260309652,0.38681832549975004,0.5004436781565572,0.4715184834061517,1933.53472232819,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal/Terrestrial,No,45.70881896,oviparous,No,0.1953204476093591,0.30851063829787234,0.5204878403257638,0,4.793875575916149e-5,0,2.3969377879580746e-5,1.1984688939790373e-5,0.16899663309012244,5.183703323754882e-6,Medium
Acanthosaura nataliae,LC,1.4986498375819262e-4,6,NA,0.8550675859483704,0.8016651221348774,0.5924142264819264,0.29595313375962423,0.43877705867439726,0.5225248031675359,0.585622963835823,0.49091096078981444,0.6047325601785655,0.6781628417973942,669.134113837933,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal,No,138.0384265,oviparous,No,0.18514750762970497,0.22340425531914893,0.5865831256768329,0,1.4512783341331958e-4,0,7.256391670665979e-5,3.6281958353329895e-5,0.13623387597753736,1.8383002801111194e-5,Medium
Acanthosaura nataliae,LC,1.4986498375819262e-4,6,NA,0.8550675859483704,0.8016651221348774,0.5924142264819264,0.29595313375962423,0.43877705867439726,0.5225248031675359,0.585622963835823,0.49091096078981444,0.6047325601785655,0.6781628417973942,1680.95797729492,Squamata,Agamidae,Least Concern,Unknown,Forest,Arboreal,No,138.0384265,oviparous,No,0.18514750762970497,0.22340425531914893,0.5865831256768329,0,1.4512783341331958e-4,0,7.256391670665979e-5,3.6281958353329895e-5,0.13623387597753736,1.8383002801111194e-5,Medium
Acanthosaura titiwangsaensis,EN,4.799080597894984e-8,2,NA,0.5863192249901937,0.615769039379788,0.4528905008216442,0.26682713745728626,0.34356492971585667,NA,0.5063938922047937,0.35101150301401396,NA,0.5056734455057247,1390.16625976562,Squamata,Agamidae,Endangered,Unknown,Forest,Arboreal/Terrestrial,No,117.940251464026,NA,No,NA,NA,0.4535562091361627,0.75,1.2397185597204323e-4,0,6.198592798602161e-5,0.375030992963993,4.799080597894984e-8,0.17009762731419695,Very high
Acanthosaura titiwangsaensis,EN,4.799080597894984e-8,2,NA,0.5863192249901937,0.615769039379788,0.4528905008216442,0.26682713745728626,0.34356492971585667,NA,0.5063938922047937,0.35101150301401396,NA,0.5056734455057247,0,Squamata,Agamidae,Endangered,Unknown,Forest,Arboreal/Terrestrial,No,117.940251464026,NA,No,NA,NA,0.4535562091361627,0.75,1.2397185597204323e-4,0,6.198592798602161e-5,0.375030992963993,4.799080597894984e-8,0.17009762731419695,Very high
Achalinus jinggangensis,LC,3.9170226213850785e-5,2,NA,0.8042278828864874,0.7693005184927971,0.5972736629829615,0.40717080677958467,0.4875376196627771,0.5520211020570133,0.3739021379181807,0.4304185606201378,0.5371671637290835,0.4781940457501589,697.554349782516,Squamata,Xenodermidae,Critically Endangered,Decreasing,Forest,Fossorial,No,28.65803271,oviparous,No,0.19837232960325535,0,0.5437213500879182,0,2.9990556551255483e-5,0,1.4995278275627742e-5,7.497639137813871e-6,0.06613716660982306,3.8070099501351975e-6,Medium
Achalinus jinggangensis,LC,3.9170226213850785e-5,2,NA,0.8042278828864874,0.7693005184927971,0.5972736629829615,0.40717080677958467,0.4875376196627771,0.5520211020570133,0.3739021379181807,0.4304185606201378,0.5371671637290835,0.4781940457501589,1153.79473876953,Squamata,Xenodermidae,Critically Endangered,Decreasing,Forest,Fossorial,No,28.65803271,oviparous,No,0.19837232960325535,0,0.5437213500879182,0,2.9990556551255483e-5,0,1.4995278275627742e-5,7.497639137813871e-6,0.06613716660982306,3.8070099501351975e-6,Medium
Achalinus rufescens,LC,0.002460793337124899,6,NA,0.7811423909964414,0.7250876288553557,0.6293462448268855,0.35976057471101625,0.4172178730304095,0.5079196789249669,0.4006059290917735,0.4147856332957071,0.5256134647296411,0.48998368783790736,371.226852144331,Squamata,Xenodermidae,Least Concern,Stable,Forest,Fossorial,No,27.17954349,oviparous,No,0.19735503560528994,0.2404255319148936,0.5251463106300105,0,2.84342518355535e-5,0,1.421712591777675e-5,7.108562958888375e-6,0.14674712028576947,3.1852233857941074e-6,Medium
Achalinus rufescens,LC,0.002460793337124899,6,NA,0.7811423909964414,0.7250876288553557,0.6293462448268855,0.35976057471101625,0.4172178730304095,0.5079196789249669,0.4006059290917735,0.4147856332957071,0.5256134647296411,0.48998368783790736,2010.19102191925,Squamata,Xenodermidae,Least Concern,Stable,Forest,Fossorial,No,27.17954349,oviparous,No,0.19735503560528994,0.2404255319148936,0.5251463106300105,0,2.84342518355535e-5,0,1.421712591777675e-5,7.108562958888375e-6,0.14674712028576947,3.1852233857941074e-6,Medium
Achalinus werneri,NT,8.139326600476498e-6,7,NA,0.5374592884917995,0.7785826198579777,0.48943444463544444,0.07246883612473508,0.20552944188479066,NA,0.3316433355576282,0.34798964740335653,NA,0.5416699891700911,52.5821131706238,Squamata,Xenodermidae,Near Threatened,Unknown,Forest/Grassland/Wetlands,Fossorial,Yes,44.08329842,oviparous,No,NA,NA,0.4130972003907279,0.25,4.6227681205724814e-5,0,2.3113840602862407e-5,0.12501155692030144,8.139326600476498e-6,0.05164150384977547,High
Achalinus werneri,NT,8.139326600476498e-6,7,NA,0.5374592884917995,0.7785826198579777,0.48943444463544444,0.07246883612473508,0.20552944188479066,NA,0.3316433355576282,0.34798964740335653,NA,0.5416699891700911,317.536933898926,Squamata,Xenodermidae,Near Threatened,Unknown,Forest/Grassland/Wetlands,Fossorial,Yes,44.08329842,oviparous,No,NA,NA,0.4130972003907279,0.25,4.6227681205724814e-5,0,2.3113840602862407e-5,0.12501155692030144,8.139326600476498e-6,0.05164150384977547,High
